"","PEAKID","PKNAME","PKNAME2","LOCATION","HEIGHTM","HEIGHTF","HIMAL","REGION","OPEN","UNLISTED","TREKKING","TREKYEAR","RESTRICT","PHOST","PSTATUS","PEAKMEMO","PYEAR","PSEASON","PEXPID","PSMTDATE","PCOUNTRY","PSUMMITERS","PSMTNOTE","REFERMEMO","PHOTOMEMO"
"87","KAN1","Kande Hiunchuli North  I",NA,"Kanjiroba Himal (NW of Kanjiroba)",6521,21394,10,7,FALSE,TRUE,FALSE,NA,NA,1,1,"350",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"88","KAN2","Kande Hiunchuli North  II",NA,"Kanjiroba Himal (NW of Kanjiroba)",6471,21230,10,7,FALSE,TRUE,FALSE,NA,NA,1,2,"354","1980",1,"KAN280101","May 03","Switzerland","Daniel Chevallier, Pierre Galland",NA,NA,NA
"89","KANB","Kangbachen","Kambachen","Kangchenjunga Himal (W Spur of Kangchenjunga)",7902,25925,9,1,TRUE,FALSE,FALSE,NA,NA,1,2,"358","1974",1,"KANB74101","May 26","Poland","Wojciech Branski, Wieslaw Klaput, Marek Malatynski, Kazimierz Olech, Zbigniew Rubinowski",NA,NA,NA
"90","KANC","Kangchenjunga Central",NA,"Kangchenjunga Himal (between Main and South summits)",8473,27799,9,1,TRUE,FALSE,FALSE,NA,NA,5,2,"360","1978",1,"KANC78102","May 22","Poland","Wojciech Branski, Zygmunt Heinrich, Kazimierz Olech","Illegal ascent",NA,"362"
"91","KAND","Kande Hiunchuli",NA,"Kanjiroba Himal (WNW of Kanjiroba)",6627,21742,10,7,TRUE,FALSE,FALSE,NA,NA,1,2,"363","1972",3,"KAND72301","Oct 18","Japan","Toyokazu Hirota, Shigeru Kuwahata","1st ascent claimed (but perhaps climbed 6570m peak)",NA,NA
"92","KANG","Kangchenjunga",NA,"Kangchenjunga Himal",8586,28169,9,1,TRUE,FALSE,FALSE,NA,NA,5,2,"366","1955",1,"KANG55101","May 25","UK","George Band, Joe Brown",NA,"369","370"
"93","KANS","Kangchenjunga South",NA,"Kangchenjunga Himal",8476,27808,9,1,TRUE,FALSE,FALSE,NA,NA,5,2,"375","1978",1,"KANS78101","May 19","Poland","Eugeniusz Chrobak, Wojciech Wroz",NA,NA,"377"
"94","KARY","Karyolung",NA,"Rolwaling Himal (SE of Numbur)",6530,21424,19,2,TRUE,FALSE,FALSE,NA,NA,1,2,"379","1982",3,"KARY82301","Oct 31","Japan, Nepal","Yoshiyuki Inoue, Masatoshi Iwasa, Hiroshi Nishie, Yogendra Thapa, Gita Bdr Joshi, Babu Ram Pun, Gore Tamang, Pemba Tshering Sherpa",NA,NA,NA
"95","KCHN","Kangchung Nup","Khangchung Nup, Kangcho Nup, Cholo","Khumbu Himal (NE of Gokyo Lake)",6043,19826,12,2,FALSE,TRUE,FALSE,NA,NA,1,2,"381","1953",1,"KCHN53101","Apr 04","UK, New Zealand","Edmund Hillary, Wilfred Noyce, Charles Wylie",NA,NA,NA
"96","NAYA","Naya Kanga","Kangja Chuli, Ghanja La Chuli","Jugal Himal (W of Ganchempo by Kangja La)",5863,19236,8,3,FALSE,FALSE,TRUE,"1978",NA,1,2,"384",NA,0,NA,NA,NA,"1st ascent unknown",NA,NA,NA
"97","KGUR","Kang Guru","Naurgaon","Peri Himal (SW of Himlung Himal)",6981,22904,18,5,TRUE,FALSE,FALSE,NA,NA,1,2,"387","1955",2,"KGUR55201","Jul 02","W Germany","Heinz Steinmetz, Fritz Lobbichler, Juergen Wellenkamp",NA,NA,NA
"98","KHAT","Khatang",NA,"Rolwaling Himal (E of Numbur)",6790,22277,19,2,TRUE,FALSE,FALSE,NA,NA,1,2,"389","1982",3,"KHAT82301","Oct 30","Japan, Nepal","Tatsumi Kawamura, Yoshimi Kitayama, Dorje Sherpa",NA,NA,"391"
"99","KHON","Khongma Tse","Mehra Peak","Khumbu Himal (SW of Nuptse)",5798,19022,12,2,FALSE,FALSE,TRUE,"1978",NA,1,2,"392",NA,0,NA,NA,NA,"1st ascent unknown",NA,NA,NA
"100","KJER","Kanjeralwa","Kanchen Ruwa","Kanjiroba Himal (NW of Phoksumdo Tal)",6612,21693,10,7,TRUE,FALSE,FALSE,NA,NA,1,2,"395","1973",1,"KJER73101","Apr 22","Japan, Nepal","Yasuaki Goshima, Koichi Kyogoku, Mingma Tensing Sherpa, Mingma Tsering Sherpa",NA,NA,"397"
"101","KJRN","Kanjiroba North",NA,"Kanjiroba Himal",6858,22500,10,7,TRUE,FALSE,FALSE,NA,"Opened in 2014",1,1,"398",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"102","KJRS","Kanjiroba South",NA,"Kanjiroba Himal",6883,22582,10,7,TRUE,FALSE,FALSE,NA,"One permit for Kanjiroba's north and south summits",1,2,"404","1970",3,"KJRS70301","Nov 07","Japan","Hiroshi Okuda, Ichiryo Sato, Munehiro Sawada",NA,NA,NA
"103","KOTA","Kotang","Kokthang, Kothang Kang","Simhalila Himal (SSW of Rothang on Indian border)",6148,20171,9,1,TRUE,FALSE,FALSE,NA,NA,5,2,"406","1982",3,"KOTA82301","Oct 11","Inida","K. V. Cherian, Nima Tashi Sherpa, Ang Norbu, Ki Kami Sherpa",NA,NA,NA
"104","KTEG","Kangtega","Kantega, Khangtega, Kang Taiga","Khumbu Himal (SW of Ama Dablam)",6783,22254,12,2,TRUE,FALSE,FALSE,NA,NA,1,2,"410","1963",1,"KTEG63101","Jun 05","New Zealand, USA","David Dornan, Tom Frost, Michael Gill, Jim Wilson",NA,"413","414"
"105","KTSU","Kangtsune","Kangchunne, Kanchauni Lekh","Kagmara Lekh (SE of Kanjiroba, W of Kanjeralwa)",6444,21142,10,7,FALSE,TRUE,FALSE,NA,NA,1,1,"417",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"106","KUSU","Kusum Kanguru","Kusum Kang, Lamu","Khumbu Himal (NE of Lukla village)",6370,20899,12,2,FALSE,FALSE,TRUE,"1978",NA,1,2,"419","1981",3,"KUSU81302","Oct 07","New Zealand","Bill Denz",NA,NA,"423"
"107","KWAN","Kwangde",NA,"Rolwaling Himal (W of Namche Bazar)",6186,20295,19,2,FALSE,FALSE,TRUE,"1978",NA,1,2,"424","1978",3,"KWAN78301","Nov 11","Japan","Takashi Iwahashi, Yoshihisa Ishikawa, Seiji Ogawa",NA,NA,NA
"108","LAMJ","Lamjung Himal",NA,"Annapurna Himal (SE of Annapurna II)",6983,22910,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"426","1974",1,"LAMJ74101","Apr 25","UK","Derrick Chamberlain, Phillip Neame",NA,NA,"428"
"109","LANG","Langtang Lirung","Langtang","Langtang Himal",7227,23711,13,3,TRUE,FALSE,FALSE,NA,NA,1,2,"429","1978",3,"LANG78301","Oct 24","Japan, Nepal","Seishi Wada, Pemba Tsering Sherpa",NA,NA,"432"
"110","LANR","Langtang Ri",NA,"Langtang Himal (NE of Langtang Lirung on Tibetan border)",7205,23638,13,3,TRUE,FALSE,FALSE,NA,NA,4,2,"433","1981",3,"LANR81301","Oct 10","Japan, Nepal","Soichi Nasu, Makihiro Wakao, Noboru Yamada, Ang Rinji Sherpa",NA,NA,NA
"111","LEON","Leonpo Gang","Dorje Pahad, Big White Peak","Jugal Himal (NNE of Dorje Lhakpa on Tibetan border)",6979,22897,8,3,TRUE,FALSE,FALSE,NA,NA,4,2,"435","1962",1,"LEON62101","May 03","Japan","Tadashi Morita, Kazunari Yasuhisa",NA,NA,"437"
"112","LHAS","Lha Shamma","Lhasharma, Pinnacle Peak","Kagmara Lekh (S of Kanjiroba, NNW of Kagmara I)",6412,21037,10,7,TRUE,FALSE,FALSE,NA,"Opened in 2014",1,2,"439","1962",1,"LHAS62101","May 14","UK, Nepal","Josephine Scarr, Barbara Spark, Mingma Tsering Sherpa, Pemba Norbu Sherpa",NA,NA,NA
"113","LHOT","Lhotse",NA,"Khumbu Himal",8516,27940,12,2,TRUE,FALSE,FALSE,NA,NA,4,2,"441","1956",1,"LHOT56101","May 18","Switzerland","Fritz Luchsinger, Ernst Reiss",NA,"444","445"
"114","MUKT","Mukut Himal","Mukot Himal, Langru","Mukut Himal (N of Sita Chuchura, S of Hongde)",6087,19970,16,6,TRUE,FALSE,FALSE,NA,"Opened in 2014",1,2,"450","1967",3,"MUKT67301","Sep","Netherlands","Alfons J. Driessen, Michiel van Mourik Broekman","1st ascent if team was actually on this peak",NA,NA
"115","LNPO","Langpo","Longpo","Jongsang Himal (SE of Jongsang on Indian border)",6965,22851,7,1,TRUE,FALSE,FALSE,NA,NA,5,2,"452","1909",3,"LNPO09301","Sep 14","UK","A. M. Kellas",NA,NA,NA
"116","LOBE","Lobuje East","Lobuche East","Khumbu Himal (SW of Pumori)",6090,19980,12,2,FALSE,FALSE,TRUE,"1978",NA,1,2,"454","1984",1,"LOBE84101","Apr 25","USA, Nepal","Larry Nielson, Any Gyaltsen Sherpa","Possibly climbed by Japanese in 1979 (unverified)",NA,"457"
"117","LOBW","Lobuje West","Lobuche West","Khumbu Himal (SW of Pumori)",6135,20128,12,2,FALSE,FALSE,TRUE,"2002","Converted to trekking peak in 2002",1,2,"460","1984",3,"LOBW84301","Sep 28","Japan","Yuji Kawakura, Yoshihiro Taguchi",NA,NA,NA
"118","LSHR","Lhotse Shar","Lhotse II","Khumbu Himal (ESE of Lhotse and Lhotse Middle)",8382,27500,12,2,TRUE,FALSE,FALSE,NA,NA,4,2,"462","1970",1,"LSHR70101","May 12","Austria","Josef Mayerl, Rolf Walter",NA,NA,"465"
"119","LSIS","Langshisa Ri","Langsisa Ri","Jugal Himal (NW of Dorje Lhakpa)",6412,21037,8,3,FALSE,FALSE,TRUE,"2002","Converted to trekking peak in 2002",1,2,"467","1982",1,"LSIS82101","Apr 23","Japan, Nepal","Takuya Kajimoto, Pasang Norbu Sherpa",NA,NA,"470"
"120","MACH","Machhapuchhare",NA,"Annapurna Himal (SE of Annapurna III)",6993,22943,1,5,FALSE,TRUE,FALSE,NA,"Closed",1,1,"472",NA,0,NA,NA,NA,"Unclimbed","Rumored that one New Zealander (Bill Denz) summited by the N Ridge-NE Face route in the late 1970s",NA,NA
"121","BTAK","Bhairab Takura","Madiya","Jugal Himal (ENE of Dorje Lhakpa on Tibetan border)",6799,22306,8,3,TRUE,FALSE,FALSE,NA,NA,4,2,"474","1960",1,"BTAK60101","May 07","Japan, Nepal","Kunitoshi Ishihara, Yukihito Kato, Pasang Phutar Sherpa (I)",NA,NA,NA
"122","MAK2","Makalu II","Kangchungtse","Makalu Himal (NNW of Makalu on Tibetan border)",7678,25190,14,2,TRUE,FALSE,FALSE,NA,NA,4,2,"476","1954",3,"MAK254301","Oct 22","UK, Nepal","Jean Franco, Lionel Terray, Gyaltsen Norbu Sherpa, Pa Norbu Sherpa",NA,NA,NA
"123","MAKA","Makalu",NA,"Makalu Himal",8485,27838,14,2,TRUE,FALSE,FALSE,NA,NA,4,2,"479","1955",1,"MAKA55101","May 15","France","Jean Couzy, Lionel Terray",NA,"483","484"
"124","MANA","Manaslu","Kutang I, Peak 30","Manaslu Himal",8163,26781,15,4,TRUE,FALSE,FALSE,NA,NA,1,2,"490","1956",1,"MANA56101","May 09","Japan, Nepal","Toshio Imanishi, Gyaltsen Norbu Sherpa",NA,"494","495"
"125","MANN","Manaslu North","Manaslu II","Manaslu Himal (N of Manaslu)",6994,22946,15,4,TRUE,FALSE,FALSE,NA,NA,1,2,"499","1964",3,"MANN64301","Oct 25","Netherlands, Austria, Nepal","Alfons Driessen, Jan De Lint, Hubert Schriebl, Ila Tshering Sherpa, Nima Tenzing Sherpa","1st ascent disputed by Anders Bolinder",NA,NA
"126","MANP","Manapathi",NA,"Dhaulagiri Himal (SSW of Dhaulagiri I)",6380,20932,4,6,TRUE,FALSE,FALSE,NA,NA,1,2,"502","1956",1,"MANP56101","Apr 25","Argentina, Nepal","Emiliano Huerta, Ayiwa Sherpa","1st ascent?",NA,NA
"127","MARD","Mardi Himal",NA,"Annapurna Himal (SW of Machhapuchhare)",5553,18219,1,5,FALSE,FALSE,TRUE,"1978",NA,1,2,"506","1962",1,"MARD62101","Apr 23","UK, Nepal","J. O. M. Roberts, Ang Tshering Sherpa, Tenzing Nindra Sherpa",NA,NA,NA
"128","MERA","Mera Peak","""False"" Mera Peak","Khumbu Himal (S of Ama Dablam)",6470,21227,12,2,FALSE,FALSE,TRUE,"1978",NA,1,2,"508","1953",1,"MERA53101","May","UK, Nepal","J. O. M. Roberts, Sen Tenzing Sherpa","Climbed ""false Mera"" 6476m?  ""True Mera"" unclimbed?","511",NA
"129","MING","Mingbo Ri",NA,"Khumbu Himal (S of Ama Dablam and Mingbo La)",6207,20364,12,2,FALSE,TRUE,FALSE,NA,NA,1,1,"512",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"130","NALA","Nalakankar North",NA,"Nalakankar Himal (on W Nepal/Tibetan border)",6062,19888,17,7,TRUE,FALSE,FALSE,NA,NA,4,2,"514","2000",2,"NALA00201","Jul 06","Japan, Nepal","Takehiko Yanagihara, Ang Phurba Sherpa",NA,NA,NA
"131","NAMP","Nampa","Chisel Peak","Api Himal (E of Api)",6729,22077,2,7,TRUE,FALSE,FALSE,NA,NA,1,2,"516","1972",1,"NAMP72101","May 05","Japan","Fukutoshi Kimura, Susumu Takahashi",NA,NA,"520"
"132","NCHU","Nupchu","Sharphu IV","Ohmi Kangri Himal (NW of Kangchenjunga)",6172,20249,6,1,FALSE,TRUE,FALSE,NA,NA,1,2,"523","1962",1,"SPH462101","May 20","Japan","Takayuki Tsubaki, Chotare Sherpa",NA,NA,NA
"133","NEMJ","Nemjung",NA,"Peri Himal (S of Himlung Himal and Himjung)",7140,23425,18,5,TRUE,FALSE,FALSE,NA,NA,1,2,"527","1983",1,"NEMJ83301","Oct 27","Japan, Nepal","Makito Minami, Wataru Saito, Ken Takahashi, Kirki Lama",NA,NA,"530"
"134","NEPA","Nepal Peak",NA,"Jongsang Himal (N of Kangchenjunga on Indian border)",7177,23547,7,1,TRUE,FALSE,FALSE,NA,NA,5,2,"531","1930",1,"NEPA30101","May 24","Austria","Erwin Schneider","Schneider may have only gone to the SW Peak (7130m) in which case the first ascent was by the Germans in 1936",NA,NA
"135","NGO2","Ngojumba Kang II",NA,"Khumbu Himal (NE of Cho Oyu on Tibetan border)",7743,25404,12,2,TRUE,FALSE,FALSE,NA,NA,4,2,"533","1965",1,"NGO265101","Apr 24","Japan, Nepal","Naomi Uemura, Pemba Tenzing Sherpa",NA,NA,NA
"136","NGOJ","Ngojumba Kang I","Ngozumba Kang, Ngozumba Ri, Tenzing Peak","Khumbu Himal (NE of Cho Oyu on Tibetan border)",7916,25971,12,2,TRUE,FALSE,FALSE,NA,"Opened in 2014 as Tenzing Peak",4,2,"537","1982",3,"NGOJ82302","Nov 02","S Korea, Nepal","Kim Young-Han, Ang Tshering Sherpa, Dorje Sherpa",NA,NA,"540"
"137","NILC","Nilgiri Central",NA,"Annapurna-Nilgiri Himal (NW of Annapurna I)",6940,22769,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"541","1979",1,"NILC79101","Apr 30","Japan","Kohichi Sakata, Yasuo Tsuda",NA,NA,NA
"138","NILN","Nilgiri North",NA,"Annapurna-Nilgiri Himal (NW of Annapurna I)",7061,23166,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"543","1962",3,"NILN62301","Oct 19","Netherlands, France, Nepal","Lionel Terray, H. G. Van Lookern Campagne, P. Van Lookern Campagne, P. F. J. Van Lookern Campagne, Wangdi Sherpa",NA,NA,"545"
"139","NILS","Nilgiri South",NA,"Annapurna-Nilgiri Himal (NW of Annapurna I)",6839,22438,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"546","1978",3,"NILS78301","Oct 10","Japan","Kazuo Mitsui, Taichi Fujimatsu, Yoshiaki Kato, Nobuhito Morota, Seiji Tanaka, Hideki Yoshida",NA,NA,NA
"140","NUMB","Numbur",NA,"Rolwaling Himal (SW of Namche Bazar)",6958,22828,19,2,TRUE,FALSE,FALSE,NA,NA,1,2,"548","1963",1,"NUMB63101","May 29","Japan, Nepal","Hiroshi Matsuo, Mingma Tsering Sherpa",NA,NA,"550"
"141","NUPT","Nuptse",NA,"Khumbu Himal (SW of Everest)",7864,25801,12,2,TRUE,FALSE,FALSE,NA,NA,1,2,"551","1961",1,"NUPT61101","May 16","UK, Nepal","Dennis Davis, Tashi Sherpa","1st ascent of W Smt (NUPT-884-01)","554","555"
"142","OHMI","Ohmi Kangri",NA,"Ohmi Kangri Himal (NW of Kangchenjunga on Tibetan border)",6839,22438,6,1,TRUE,FALSE,FALSE,NA,NA,4,2,"560","1985",1,"OHMI85101","Apr 14","Switzerland","Andre Rieder, Alain Vaucher",NA,NA,"563"
"143","OMBK","Ombak Himal",NA,"Ohmi Kangri Himal (NE of Ombak La in Tibet)",6300,20669,6,1,FALSE,TRUE,FALSE,NA,NA,2,1,"564",NA,0,NA,NA,NA,"Unclimbed?",NA,NA,NA
"144","PALD","Paldor","Bharange","Ganesh Himal (SE of  Ganesh V)",5903,19367,5,4,FALSE,FALSE,TRUE,"1978",NA,1,2,"565","1949",2,"PALD49201",NA,"UK, Nepal","H. W. Tilman, Peter Lloyd, Tenzing Sherpa, Da Namgyal Sherpa","1st ascent claimed in 1949, but actual 1st ascent may have been in 1974 by John Cleare and Ian Howell",NA,NA
"145","PANG","Pangbuk Ri",NA,"Rolwaling Himal (N of Menlung La on Tibetan border)",6625,21736,19,2,TRUE,FALSE,FALSE,NA,"Opened in 2002",4,2,"567","2011",3,"PANG11301","Nov 11","USA","David Gottlieb, Chad Kellogg","The Pangbuk that Bourdillon and Colledge climbed on May 29, 1952 was south of Menlung La (thus not Pangbuk Ri)",NA,NA
"146","PARC","Parchamo","Parchermo, Parchemuche, Pachermo","Rolwaling Himal (S of Tesi Laptsa)",6279,20600,19,2,FALSE,FALSE,TRUE,"1978",NA,1,2,"571","1955",1,"PARC55101","Apr","UK","Peter Boultbee, Denis Davis",NA,NA,NA
"147","PATR","Patrasi Himal","Kande Hiunchuli North","Kanjiroba Himal (NE of Kande Huinchuli)",6450,21161,10,7,TRUE,FALSE,FALSE,NA,NA,1,1,"573",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"148","PETH","Pethangtse",NA,"Khumbu Himal (NW of Makalu on Tibetan border)",6739,22110,12,2,TRUE,FALSE,FALSE,NA,"Opened in 2002",4,2,"577","1954",1,"PETH54101","May 26","New Zealand, Nepal","Michael Ball, Norman Hardie, Brian Wilkins, Urkien Sherpa",NA,NA,NA
"149","PHUR","Phurbi Chhyachu","Phurbi Ghyachu","Jugal Himal (SE of Dorje Lhakpa on Tibetan border)",6637,21775,8,3,TRUE,FALSE,FALSE,NA,NA,4,2,"580","1982",1,"PHUR82101","May 01","Japan, Nepal","Shintaro Kurokawa, Fumihito Ogawa, Hiromitsu Okamoto, Takashi Shingaki, Hajime Takigami, Ang Phuri Lama, Pemba Lama Sherpa",NA,NA,NA
"150","PIMU","Pimu","Pamalka","Rolwaling Himal (N of Tesi Laptsa)",6344,20814,19,2,FALSE,TRUE,FALSE,NA,NA,1,2,"582","1955",1,"PIMU55101","Apr","UK","Peter Boultbee, Dennis Davis",NA,NA,NA
"151","PISA","Pisang","Jong Ri","Damodar Himal (N of Marysangdi Valley)",6091,19984,3,5,FALSE,FALSE,TRUE,"1978",NA,1,2,"584","1955",1,"PISA55201","Jun 10","W Germany","Juergen Wellenkamp",NA,NA,NA
"152","PK29","Peak 29","Ngadi Chuli, Dakura, Dr Harka Gurung Chuli","Manaslu Himal (S of Manaslu)",7871,25823,15,4,TRUE,FALSE,FALSE,NA,NA,1,2,"586","1979",1,"PK2979101","May 08","Poland","Ryszard Gajewski, Maciej Pawlikowski","1st ascent claimed by Japan (Sumiyoshi) in 1970 (summiters killed in descent)","588","589"
"153","POIN","Pointed Peak",NA,"Khumbu Himal (N of Cholatse, S of Tshola La)",5850,19193,12,2,FALSE,TRUE,FALSE,NA,NA,1,2,"592","1953",1,"POIN53101","Apr 01","UK","Wilfred Noyce, Michael Ward, Charles Wylie",NA,NA,NA
"154","POKA","Pokalde",NA,"Khumbu Himal (N of Ama Dablam)",5780,18963,12,2,FALSE,FALSE,TRUE,"1978",NA,1,2,"594","1953",1,"POKA53101","Apr 15","UK","Tom Bourdillon, Wilfred Noyce, Michael Ward",NA,NA,NA
"155","OMBG","Ombigaichen","Puma Dablam","Khumbu Himal (SE of Ama Dablam)",6340,20801,12,2,FALSE,FALSE,TRUE,"2002","Opened in 2002 as trekking peak",1,2,"598","1960",3,"OMBG60301","Nov 18","New Zealand, Nepal","Jim Milledge, Ang Tsering Sherpa",NA,NA,NA
"156","PUMO","Pumori",NA,"Khumbu Himal (WNW of Everest on Tibetan border)",7138,23419,12,2,TRUE,FALSE,FALSE,NA,NA,4,2,"601","1962",1,"PUMO62101","May 17","W Germany, Switzerland","Gerhard Lenser, Ernst Farrer, Ueli Huerlemann, Hans Ruetzel",NA,NA,"605"
"157","PUTH","Putha Hiunchuli","Dhaulagiri VII","Dhaulagiri Himal (W of Churen Himal)",7246,23773,4,6,TRUE,FALSE,FALSE,NA,NA,1,2,"608","1954",3,"PUTH54301","Nov 11","UK, Nepal","J. O. M. Roberts, Ang Nyima Sherpa",NA,NA,"610"
"158","PYRM","Pyramid Peak","Pathibhara Chuli, Pathibhara Khas","Jongsang Himal (N of Kangchenjunga on Indian border)",7140,23425,7,1,TRUE,FALSE,FALSE,NA,NA,5,2,"611","1993",1,"PYRM93101","Apr 24","Japan, India","Yoshio Ogata, Jot Singh Bhandari, Hiroshi Iwazaki, Phurba Lepcha, Sunder Singh Martolia, Lobsang Sherpa, Nobuhiro Shingo","1st ascent claimed by Swiss (Sutter) in 1949 but reached secondary summit",NA,NA
"159","RAKS","Raksha Urai","Raksha Urai III","Raksha Urai Himal (ESE of Nampa)",6609,21683,2,7,TRUE,FALSE,FALSE,NA,NA,1,2,"613","2003",3,"RAKS03301","Oct 15","France, Nepal","Arnaud Clere, Catherine Couland, Gael Faroux, Keshab Raj Gurung",NA,NA,NA
"160","RAMD","Ramdung","Ramdong Go","Rolwaling Himal (W of Tesi Laptsa)",5900,19357,19,2,FALSE,FALSE,TRUE,"1978",NA,1,2,"627","1952",3,"RAMD52301","Oct","UK, Nepal","Tom MacKinnon, Dawa Tenzing Sherpa, Mingma Sherpa",NA,NA,NA
"161","RATH","Rathong",NA,"Simhalila Himal (SW of Kabru on Indian border)",6682,21923,9,1,TRUE,FALSE,FALSE,NA,NA,5,2,"630","1964",3,"RATH64301","Oct 29","India","H. P. S. Ahluwalia, Ang Kami Sherpa, Dorje Latoo Sherpa, Nawang Gombu Sherpa",NA,NA,NA
"162","ROCN","Roc Noir","Khangsar Kang, Khang Sar Khang","Annapurna Himal (ENE of Annapurna I)",7485,24557,1,5,TRUE,FALSE,FALSE,NA,NA,1,2,"632","1969",1,"ROCN69101","May 09","W Germany","Reinhold Obster, Pit Schubert, Karl Winkler",NA,NA,NA
"163","ROKA","Rokapi","Kapchuli","Api Himal (S of Nampa, Bobaye and Jethi Bahurani)",6468,21220,2,7,TRUE,FALSE,FALSE,NA,"Opened in 2002",1,2,"634","1977",3,"ROKA77301","Oct 10","UK","Thomas Herley, Kelvin McLane",NA,NA,NA
"164","SAIE","Saipal East Humla",NA,"Saipal Himal (NE of Saipal)",6925,22720,20,7,TRUE,FALSE,FALSE,NA,NA,1,2,"636","1990",3,"SAIP90301","Oct 26","Switzerland, Nepal","Jacques Montaz, Tendi Sherpa","Saipal East Humla is a subpeak on the NE Ridge of Saipal",NA,NA
"165","SAIP","Saipal",NA,"Saipal Himal",7030,23064,20,7,TRUE,FALSE,FALSE,NA,NA,1,2,"641","1963",3,"SAIP63301","Oct 21","Japan, Nepal","Katsuotoshi Hirabayashi, Pasang Phutar Sherpa (I)",NA,NA,"643"
"166","SHAR","Shartse","Peak 38, Shanti Shikhar","Khumbu Himal (E of Lhotse Shar on Tibetan border)",7591,24905,12,2,TRUE,FALSE,FALSE,NA,NA,4,1,"645",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"167","SHA2","Shartse II","Junction Peak","Khumbu Himal (E of Lhotse Shar on Tibetan border)",7457,24465,12,2,TRUE,FALSE,FALSE,NA,NA,4,2,"653","1974",1,"SHA274101","May 23","Austria, W Germany","Kurt Diemburger, Hermann Warth",NA,NA,NA
"168","SHEY","Shey Shikhar","Junction Peak","Kanjiroba Himal (SE of Kanjiroba and Tripura Hiunchuli)",6139,20141,10,7,TRUE,FALSE,FALSE,NA,NA,1,2,"661","2007",2,"SHEY07201","Aug 23","Japan","Katsuhito Fujikawa",NA,NA,NA
"169","SING","Singu Chuli","Fluted Peak","Annapurna Himal (Annapurna Sanctuary)",6501,21329,1,5,FALSE,FALSE,TRUE,"1978",NA,1,2,"663","1957",1,"SING57101","Jun 13","UK","David Cox, Wilfred Noyce",NA,NA,"665"
"170","SISN","Sisne Himal","Hiunchuli Patan","Sisne Himal (SW of Juphal in Rukum)",5911,19393,10,7,TRUE,FALSE,FALSE,NA,NA,1,2,"666","2013",1,"SISN13101","May 26","Nepal, USA","Man Bahadur Khatri, Alonzo Lyons, Dbruba Bista, Mulal Gurung, Nilam Gurung, Ali Bahadur Khatri, Vinaya Jaya Malla, Amrit Sarki",NA,NA,NA
"171","SITA","Sita Chuchura",NA,"Mukut Himal (ENE of Dhaulagiri II near French Pass)",6611,21690,16,6,TRUE,FALSE,FALSE,NA,NA,1,2,"668","1970",3,"SITA70301","Oct 26","Japan, Nepal","Masahiko Takahashi, Hiroshi Harada, Nobuyki Hirato, Phurba Kitar Sherpa",NA,NA,NA
"172","SNOW","Snow Peak",NA,"Dhaulagiri Himal (E of Dhaulagiri II)",6530,21424,4,6,FALSE,TRUE,FALSE,NA,NA,1,1,"674",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"173","SPHN","Sphinx","Pathibhara Phurba, Pathibhara East","Jongsang Himal (NE of Pathibhara on Indian border)",6825,22392,7,1,TRUE,FALSE,FALSE,NA,"Opened in 2014",5,2,"675","1936",1,"SPHN36101","Jun","UK","J. K. Cooke, Frederick S. Chapman, John B. Harrison",NA,NA,NA
"174","SPH1","Sharphu I","Tanga I","Ohmi Kangri Himal (WNW of Kangchenjunga)",6433,21106,6,1,TRUE,FALSE,FALSE,NA,"Opened in 2002",1,2,"677","1963",3,"SPH163301","Oct 22","Japan","Takao Ishinabe, Chiharu Miyamoto, Yuzo Tatsumi",NA,NA,NA
"175","SURM","Surma-Sarovar North",NA,"Api Himal (SSE of Jethi Bahurani)",6564,21535,2,7,TRUE,FALSE,FALSE,NA,NA,1,1,"688",NA,0,NA,NA,NA,"Unclimbed",NA,NA,NA
"176","TAWO","Tawoche","Taboche","Khumbu Himal (NW of Ama Dablam)",6495,21309,12,2,TRUE,FALSE,FALSE,NA,NA,1,2,"693","1974",1,"TAWO74101","Apr 15","France","Louis Dubost, Paul Gendre",NA,NA,"696"
"177","KIRA","Kirat Chuli","Tent Peak","Jongsang Himal (N of Kangchenjunga on Indian border)",7362,24154,7,1,TRUE,FALSE,FALSE,NA,NA,5,2,"698","1939",2,"KIRA39101","May 29","Switzerland, Germany","Ernst Grob, Herbert Paidar, Ludwig Schmaderer",NA,NA,NA
"178","THAM","Thamserku","Tramserku","Khumbu Himal (SW of Ama Dablam)",6618,21713,12,2,TRUE,FALSE,FALSE,NA,NA,1,2,"700","1964",3,"THAM64301","Nov 04","New Zealand","Lynn Crawford, Peter Farrell, John McKinnon, Richard Stewart",NA,"702","703"
